RANKING,CD_GEOCODM,MUNICÍPIO,ESTADO,IDHM,RENDA,LONGEVIDADE,EDUCACAO
4144,311540,CATAS ALTAS DA NORUEGA,MG,0.6,0.588,0.799,0.46
5325,311545,CATUJI,MG,0.54,0.534,0.771,0.382
3680,311547,CATUTI,MG,0.621,0.563,0.773,0.549
695,311550,CAXAMBU,MG,0.743,0.77,0.848,0.629
2481,311560,CEDRO DO ABAETÉ,MG,0.678,0.641,0.801,0.608
2776,311570,CENTRAL DE MINAS,MG,0.665,0.663,0.823,0.54
2481,311580,CENTRALINA,MG,0.678,0.654,0.853,0.558
2802,311590,CHÁCARA,MG,0.664,0.65,0.878,0.512
3008,311600,CHALÉ,MG,0.655,0.636,0.787,0.561
4198,311610,CHAPADA DO NORTE,MG,0.598,0.571,0.798,0.469
3393,311615,CHAPADA GAÚCHA,MG,0.635,0.573,0.82,0.546
1574,311620,CHIADOR,MG,0.711,0.742,0.868,0.559
4654,311630,CIPOTÂNEA,MG,0.579,0.592,0.75,0.437
1969,311640,CLARAVAL,MG,0.698,0.687,0.848,0.584
2663,311650,CLARO DOS POÇÕES,MG,0.67,0.601,0.799,0.625
1638,311660,CLÁUDIO,MG,0.709,0.701,0.846,0.602
2691,311670,COIMBRA,MG,0.669,0.649,0.825,0.558
4562,311680,COLUNA,MG,0.583,0.59,0.782,0.43
1995,311690,COMENDADOR GOMES,MG,0.697,0.703,0.85,0.566
4309,311700,COMERCINHO,MG,0.593,0.566,0.797,0.462
2161,311710,CONCEIÇÃO DA APARECIDA,MG,0.691,0.688,0.847,0.566
2309,311520,CONCEIÇÃO DA BARRA DE MINAS,MG,0.685,0.668,0.815,0.59
1546,311730,CONCEIÇÃO DAS ALAGOAS,MG,0.712,0.734,0.862,0.57
2716,311720,CONCEIÇÃO DAS PEDRAS,MG,0.668,0.642,0.821,0.566
2524,311740,CONCEIÇÃO DE IPANEMA,MG,0.676,0.664,0.825,0.565
3407,311750,CONCEIÇÃO DO MATO DENTRO,MG,0.634,0.622,0.794,0.517
1904,311760,CONCEIÇÃO DO PARÁ,MG,0.7,0.687,0.85,0.588
2776,311770,CONCEIÇÃO DO RIO VERDE,MG,0.665,0.675,0.834,0.522
1811,311780,CONCEIÇÃO DOS OUROS,MG,0.703,0.668,0.842,0.618
3680,311783,CÔNEGO MARINHO,MG,0.621,0.55,0.799,0.544
599,311787,CONFINS,MG,0.747,0.706,0.83,0.711
1546,311790,CONGONHAL,MG,0.712,0.681,0.847,0.626
488,311800,CONGONHAS,MG,0.753,0.732,0.877,0.665
4884,311810,CONGONHAS DO NORTE,MG,0.568,0.566,0.746,0.433
1052,311820,CONQUISTA,MG,0.729,0.714,0.877,0.618
350,311830,CONSELHEIRO LAFAIETE,MG,0.761,0.736,0.86,0.697
2846,311840,CONSELHEIRO PENA,MG,0.662,0.646,0.837,0.537
2598,311850,CONSOLAÇÃO,MG,0.673,0.627,0.806,0.602
440,311860,CONTAGEM,MG,0.756,0.745,0.832,0.697
2078,311870,COQUEIRAL,MG,0.694,0.663,0.838,0.601
3254,311880,CORAÇÃO DE JESUS,MG,0.642,0.575,0.808,0.57
2986,311890,CORDISBURGO,MG,0.656,0.644,0.786,0.558
2898,311900,CORDISLÂNDIA,MG,0.66,0.654,0.807,0.544
2439,311910,CORINTO,MG,0.68,0.664,0.842,0.562
3561,311920,COROACI,MG,0.626,0.613,0.811,0.493
1665,311930,COROMANDEL,MG,0.708,0.73,0.86,0.565
453,311940,CORONEL FABRICIANO,MG,0.755,0.715,0.865,0.696
3534,311950,CORONEL MURTA,MG,0.627,0.578,0.784,0.543
2691,311960,CORONEL PACHECO,MG,0.669,0.673,0.789,0.565
2503,311970,CORONEL XAVIER CHAVES,MG,0.677,0.67,0.823,0.563
2134,311980,CÓRREGO DANTA,MG,0.692,0.683,0.844,0.575
2134,311990,CÓRREGO DO BOM JESUS,MG,0.692,0.665,0.84,0.592
2481,311995,CÓRREGO FUNDO,MG,0.678,0.657,0.795,0.597
3448,312000,CÓRREGO NOVO,MG,0.632,0.596,0.805,0.525
2924,312010,COUTO DE MAGALHÃES DE MINAS,MG,0.659,0.6,0.807,0.592
4515,312015,CRISÓLITA,MG,0.585,0.579,0.799,0.432
2134,312020,CRISTAIS,MG,0.692,0.736,0.859,0.525
4562,312030,CRISTÁLIA,MG,0.583,0.518,0.795,0.482
2059,312040,CRISTIANO OTONI,MG,0.695,0.651,0.823,0.626
2716,312050,CRISTINA,MG,0.668,0.645,0.842,0.55
3090,312060,CRUCILÂNDIA,MG,0.651,0.653,0.816,0.518
2028,312070,CRUZEIRO DA FORTALEZA,MG,0.696,0.72,0.832,0.562
2059,312080,CRUZÍLIA,MG,0.695,0.671,0.853,0.587
3534,312083,CUPARAQUE,MG,0.627,0.621,0.798,0.497
4515,312087,CURRAL DE DENTRO,MG,0.585,0.571,0.759,0.462
1514,312090,CURVELO,MG,0.713,0.689,0.851,0.617
3771,312100,DATAS,MG,0.616,0.59,0.756,0.524
2691,312110,DELFIM MOREIRA,MG,0.669,0.649,0.837,0.552
764,312120,DELFINÓPOLIS,MG,0.74,0.702,0.872,0.661
3312,312125,DELTA,MG,0.639,0.672,0.808,0.481
2439,312130,DESCOBERTO,MG,0.68,0.657,0.798,0.599
3312,312140,DESTERRO DE ENTRE RIOS,MG,0.639,0.607,0.802,0.536
3469,312150,DESTERRO DO MELO,MG,0.631,0.618,0.809,0.503
1427,312160,DIAMANTINA,MG,0.716,0.693,0.839,0.632
4123,312170,DIOGO DE VASCONCELOS,MG,0.601,0.578,0.811,0.464
1842,312180,DIONÍSIO,MG,0.702,0.651,0.821,0.647
2964,312190,DIVINÉSIA,MG,0.657,0.645,0.785,0.559
4029,312200,DIVINO,MG,0.605,0.639,0.823,0.421
2870,312210,DIVINO DAS LARANJEIRAS,MG,0.661,0.624,0.811,0.571
3631,312220,DIVINOLÂNDIA DE MINAS,MG,0.623,0.603,0.812,0.495
304,312230,DIVINÓPOLIS,MG,0.764,0.753,0.844,0.702
3957,312235,DIVISA ALEGRE,MG,0.608,0.603,0.723,0.515
2663,312240,DIVISA NOVA,MG,0.67,0.66,0.801,0.57
3927,312245,DIVISÓPOLIS,MG,0.609,0.577,0.802,0.489
2598,312247,DOM BOSCO,MG,0.673,0.627,0.815,0.597
2224,312250,DOM CAVATI,MG,0.688,0.66,0.784,0.63
3653,312260,DOM JOAQUIM,MG,0.622,0.61,0.819,0.482
1638,312270,DOM SILVÉRIO,MG,0.709,0.661,0.847,0.636
2251,312280,DOM VIÇOSO,MG,0.687,0.617,0.819,0.641
1866,312290,DONA EUSÉBIA,MG,0.701,0.684,0.841,0.598
2282,312300,DORES DE CAMPOS,MG,0.686,0.671,0.823,0.585
3378,312310,DORES DE GUANHÃES,MG,0.636,0.612,0.821,0.512
1331,312320,DORES DO INDAIÁ,MG,0.719,0.71,0.84,0.623
3501,312330,DORES DO TURVO,MG,0.629,0.613,0.829,0.49
2134,312340,DORESÓPOLIS,MG,0.692,0.652,0.869,0.585
1720,312350,DOURADOQUARA,MG,0.706,0.704,0.847,0.591
3201,312352,DURANDÉ,MG,0.645,0.626,0.842,0.508
2309,312360,ELÓI MENDES,MG,0.685,0.688,0.838,0.558
3222,312370,ENGENHEIRO CALDAS,MG,0.644,0.632,0.815,0.518
3008,312380,ENGENHEIRO NAVARRO,MG,0.655,0.599,0.791,0.594
3407,312385,ENTRE FOLHAS,MG,0.634,0.617,0.792,0.521
2621,312390,ENTRE RIOS DE MINAS,MG,0.672,0.673,0.802,0.563
3587,312400,ERVÁLIA,MG,0.625,0.64,0.828,0.46
2642,312410,ESMERALDAS,MG,0.671,0.649,0.822,0.567
2828,312420,ESPERA FELIZ,MG,0.663,0.663,0.846,0.52
3534,312430,ESPINOSA,MG,0.627,0.582,0.804,0.526
2309,312440,ESPÍRITO SANTO DO DOURADO,MG,0.685,0.66,0.847,0.576
2161,312450,ESTIVA,MG,0.691,0.679,0.848,0.573
1595,312460,ESTRELA DALVA,MG,0.71,0.719,0.867,0.574
2524,312470,ESTRELA DO INDAIÁ,MG,0.676,0.679,0.875,0.521
2028,312480,ESTRELA DO SUL,MG,0.696,0.694,0.84,0.579
2545,312490,EUGENÓPOLIS,MG,0.675,0.66,0.846,0.551
2524,312500,EWBANK DA CÂMARA,MG,0.676,0.625,0.823,0.601
965,312510,EXTREMA,MG,0.732,0.729,0.849,0.633
1398,312520,FAMA,MG,0.717,0.7,0.863,0.61
2251,312530,FARIA LEMOS,MG,0.687,0.678,0.8,0.598
3999,312540,FELÍCIO DOS SANTOS,MG,0.606,0.568,0.794,0.494
4562,312560,FELISBURGO,MG,0.583,0.577,0.744,0.462
3156,312570,FELIXLÂNDIA,MG,0.648,0.651,0.815,0.514
3186,312580,FERNANDES TOURINHO,MG,0.646,0.608,0.807,0.55
4081,312590,FERROS,MG,0.603,0.625,0.821,0.428
4638,312595,FERVEDOURO,MG,0.58,0.583,0.796,0.42
1191,312600,FLORESTAL,MG,0.724,0.728,0.845,0.617
453,312610,FORMIGA,MG,0.755,0.729,0.874,0.676
3291,312620,FORMOSO,MG,0.64,0.616,0.834,0.51
2663,312630,FORTALEZA DE MINAS,MG,0.67,0.683,0.805,0.546
2028,312640,FORTUNA DE MINAS,MG,0.696,0.651,0.845,0.613
3653,312650,FRANCISCO BADARÓ,MG,0.622,0.575,0.793,0.527
3587,312660,FRANCISCO DUMONT,MG,0.625,0.596,0.797,0.513
3030,312670,FRANCISCO SÁ,MG,0.654,0.605,0.808,0.572
4081,312675,FRANCISCÓPOLIS,MG,0.603,0.581,0.802,0.471
4395,312680,FREI GASPAR,MG,0.59,0.569,0.799,0.452
3156,312690,FREI INOCÊNCIO,MG,0.648,0.624,0.779,0.559
5288,312695,FREI LAGONEGRO,MG,0.543,0.519,0.749,0.412
2332,312700,FRONTEIRA,MG,0.684,0.693,0.871,0.53
4331,312705,FRONTEIRA DOS VALES,MG,0.592,0.556,0.813,0.46
5277,312707,FRUTA DE LEITE,MG,0.544,0.548,0.792,0.37
1021,312710,FRUTAL,MG,0.73,0.73,0.865,0.615
3008,312720,FUNILÂNDIA,MG,0.655,0.612,0.844,0.545
3030,312730,GALILÉIA,MG,0.654,0.645,0.795,0.546
3115,312733,GAMELEIRAS,MG,0.65,0.559,0.796,0.618
2462,312735,GLAUCILÂNDIA,MG,0.679,0.579,0.812,0.667
3172,312737,GOIABEIRA,MG,0.647,0.628,0.799,0.539
1427,312738,GOIANÁ,MG,0.716,0.682,0.835,0.644
2359,312740,GONÇALVES,MG,0.683,0.671,0.833,0.57
3999,312750,GONZAGA,MG,0.606,0.558,0.774,0.516
2412,312760,GOUVEIA,MG,0.681,0.622,0.833,0.609
1107,312770,GOVERNADOR VALADARES,MG,0.727,0.714,0.834,0.644
4055,312780,GRÃO MOGOL,MG,0.604,0.579,0.791,0.482
993,312790,GRUPIARA,MG,0.731,0.679,0.844,0.682
2282,312800,GUANHÃES,MG,0.686,0.683,0.82,0.576
2462,312810,GUAPÉ,MG,0.679,0.661,0.831,0.57
3631,312820,GUARACIABA,MG,0.623,0.618,0.794,0.493
2503,312825,GUARACIAMA,MG,0.677,0.586,0.807,0.655
1866,312830,GUARANÉSIA,MG,0.701,0.693,0.845,0.589
2503,312840,GUARANI,MG,0.677,0.685,0.849,0.533
3070,312850,GUARARÁ,MG,0.652,0.65,0.802,0.532
2182,312860,GUARDA-MOR,MG,0.69,0.709,0.829,0.558
526,312870,GUAXUPÉ,MG,0.751,0.729,0.88,0.659
2359,312880,GUIDOVAL,MG,0.683,0.669,0.837,0.569
2105,312890,GUIMARÂNIA,MG,0.693,0.681,0.825,0.592
2573,312900,GUIRICEMA,MG,0.674,0.654,0.812,0.576
2439,312910,GURINHATÃ,MG,0.68,0.691,0.865,0.525
2964,312920,HELIODORA,MG,0.657,0.656,0.822,0.527
3030,312930,IAPU,MG,0.654,0.639,0.819,0.535
2964,312940,IBERTIOGA,MG,0.657,0.606,0.834,0.56
1362,312950,IBIÁ,MG,0.718,0.736,0.877,0.573
3820,312960,IBIAÍ,MG,0.614,0.565,0.795,0.516
4372,312965,IBIRACATU,MG,0.591,0.537,0.786,0.489
1720,312970,IBIRACI,MG,0.706,0.696,0.855,0.591
1776,312980,IBIRITÉ,MG,0.704,0.673,0.84,0.616
2573,312990,IBITIÚRA DE MINAS,MG,0.674,0.658,0.802,0.579
2545,313000,IBITURUNA,MG,0.675,0.639,0.823,0.584
3607,313005,ICARAÍ DE MINAS,MG,0.624,0.57,0.799,0.533
1969,313010,IGARAPÉ,MG,0.698,0.686,0.844,0.588
3090,313020,IGARATINGA,MG,0.651,0.682,0.842,0.481
1696,313030,IGUATAMA,MG,0.707,0.695,0.825,0.616
1486,313040,IJACI,MG,0.714,0.663,0.84,0.654
2439,313050,ILICÍNEA,MG,0.68,0.665,0.827,0.571
5157,313055,IMBÉ DE MINAS,MG,0.553,0.572,0.744,0.397
2134,313060,INCONFIDENTES,MG,0.692,0.688,0.843,0.572
3902,313065,INDAIABIRA,MG,0.61,0.575,0.804,0.49
2573,313070,INDIANÓPOLIS,MG,0.674,0.664,0.834,0.554
1995,313080,INGAÍ,MG,0.697,0.694,0.858,0.569
2946,313090,INHAPIM,MG,0.658,0.642,0.829,0.535
1842,313100,INHAÚMA,MG,0.702,0.657,0.845,0.624
2802,313110,INIMUTABA,MG,0.664,0.625,0.81,0.579
2776,313115,IPABA,MG,0.665,0.63,0.829,0.562
2105,313120,IPANEMA,MG,0.693,0.67,0.848,0.586
220,313130,IPATINGA,MG,0.771,0.752,0.864,0.705
2028,313140,IPIAÇU,MG,0.696,0.68,0.814,0.61
2282,313150,IPUIÚNA,MG,0.686,0.723,0.866,0.516
2059,313160,IRAÍ DE MINAS,MG,0.695,0.705,0.847,0.563
440,313170,ITABIRA,MG,0.756,0.729,0.873,0.678
3055,313180,ITABIRINHA,MG,0.653,0.625,0.838,0.531
1021,313190,ITABIRITO,MG,0.73,0.737,0.828,0.638
3519,313200,ITACAMBIRA,MG,0.628,0.57,0.791,0.55
3275,313210,ITACARAMBI,MG,0.641,0.593,0.787,0.564
2161,313220,ITAGUARA,MG,0.691,0.697,0.836,0.567
5169,313230,ITAIPÉ,MG,0.552,0.57,0.759,0.388
85,313240,ITAJUBÁ,MG,0.787,0.767,0.884,0.718
3186,313250,ITAMARANDIBA,MG,0.646,0.618,0.798,0.547
2224,313260,ITAMARATI DE MINAS,MG,0.688,0.677,0.841,0.572
3407,313270,ITAMBACURI,MG,0.634,0.616,0.784,0.527
3407,313280,ITAMBÉ DO MATO DENTRO,MG,0.634,0.605,0.823,0.513
2573,313290,ITAMOGI,MG,0.674,0.665,0.81,0.568
1756,313300,ITAMONTE,MG,0.705,0.695,0.853,0.591
795,313310,ITANHANDU,MG,0.739,0.72,0.871,0.643
3115,313320,ITANHOMI,MG,0.65,0.656,0.831,0.503
3501,313330,ITAOBIM,MG,0.629,0.613,0.787,0.516
1217,313340,ITAPAGIPE,MG,0.723,0.728,0.861,0.603
1514,313350,ITAPECERICA,MG,0.713,0.692,0.846,0.618
1301,313360,ITAPEVA,MG,0.72,0.699,0.878,0.607
2503,313370,ITATIAIUÇU,MG,0.677,0.661,0.833,0.563
168,313375,ITAÚ DE MINAS,MG,0.776,0.761,0.862,0.711
400,313380,ITAÚNA,MG,0.758,0.749,0.85,0.685
3534,313390,ITAVERAVA,MG,0.627,0.613,0.811,0.496
4144,313400,ITINGA,MG,0.6,0.559,0.797,0.484
3393,313410,ITUETA,MG,0.635,0.64,0.825,0.485
795,313420,ITUIUTABA,MG,0.739,0.745,0.84,0.644
1133,313430,ITUMIRIM,MG,0.726,0.675,0.84,0.675
599,313440,ITURAMA,MG,0.747,0.73,0.848,0.674
1107,313450,ITUTINGA,MG,0.727,0.703,0.878,0.622
2412,313460,JABOTICATUBAS,MG,0.681,0.694,0.837,0.543
3702,313470,JACINTO,MG,0.62,0.595,0.807,0.496
2716,313480,JACUÍ,MG,0.668,0.682,0.81,0.54
1454,313490,JACUTINGA,MG,0.715,0.722,0.864,0.586
2462,313500,JAGUARAÇU,MG,0.679,0.667,0.856,0.548
3333,313505,JAÍBA,MG,0.638,0.619,0.789,0.531
3927,313507,JAMPRUCA,MG,0.609,0.605,0.781,0.479
2028,313510,JANAÚBA,MG,0.696,0.654,0.796,0.649
2946,313520,JANUÁRIA,MG,0.658,0.611,0.82,0.568
1266,313530,JAPARAÍBA,MG,0.721,0.677,0.844,0.656
3957,313535,JAPONVAR,MG,0.608,0.556,0.786,0.514
2870,313540,JECEABA,MG,0.661,0.629,0.844,0.544
3607,313545,JENIPAPO DE MINAS,MG,0.624,0.588,0.793,0.52
4123,313550,JEQUERI,MG,0.601,0.607,0.794,0.451
3234,313560,JEQUITAÍ,MG,0.643,0.605,0.797,0.552
2199,313570,JEQUITIBÁ,MG,0.689,0.777,0.854,0.492
3796,313580,JEQUITINHONHA,MG,0.615,0.619,0.817,0.461
2946,313590,JESUÂNIA,MG,0.658,0.675,0.831,0.507
4467,313600,JOAÍMA,MG,0.587,0.572,0.789,0.448
3561,313610,JOANÉSIA,MG,0.626,0.616,0.803,0.495
400,313620,JOÃO MONLEVADE,MG,0.758,0.724,0.849,0.708
1995,313630,JOÃO PINHEIRO,MG,0.697,0.683,0.788,0.63
3357,313640,JOAQUIM FELÍCIO,MG,0.637,0.642,0.824,0.489
3519,313650,JORDÂNIA,MG,0.628,0.613,0.797,0.506
3448,313652,JOSÉ GONÇALVES DE MINAS,MG,0.632,0.597,0.764,0.553
3756,313655,JOSÉ RAYDAN,MG,0.617,0.596,0.799,0.493
4965,313657,JOSENÓPOLIS,MG,0.564,0.541,0.782,0.424
1398,313665,JUATUBA,MG,0.717,0.67,0.849,0.649
145,313670,JUIZ DE FORA,MG,0.778,0.784,0.844,0.711
2691,313680,JURAMENTO,MG,0.669,0.601,0.808,0.617
1217,313690,JURUAIA,MG,0.723,0.794,0.86,0.553
4331,313695,JUVENÍLIA,MG,0.592,0.535,0.776,0.501
5306,313700,LADAINHA,MG,0.541,0.537,0.754,0.391
1362,313710,LAGAMAR,MG,0.718,0.692,0.839,0.637
965,313720,LAGOA DA PRATA,MG,0.732,0.72,0.832,0.655
3407,313730,LAGOA DOS PATOS,MG,0.634,0.593,0.773,0.556
2524,313740,LAGOA DOURADA,MG,0.676,0.672,0.828,0.554
1811,313750,LAGOA FORMOSA,MG,0.703,0.717,0.832,0.582
2462,313753,LAGOA GRANDE,MG,0.679,0.678,0.812,0.568
157,313760,LAGOA SANTA,MG,0.777,0.79,0.857,0.693
2870,313770,LAJINHA,MG,0.661,0.659,0.81,0.541
1574,313780,LAMBARI,MG,0.711,0.693,0.871,0.596
3008,313790,LAMIM,MG,0.655,0.623,0.828,0.546
1486,313800,LARANJAL,MG,0.714,0.694,0.857,0.613
3501,313810,LASSANCE,MG,0.629,0.614,0.795,0.511
113,313820,LAVRAS,MG,0.782,0.757,0.88,0.719
1595,313830,LEANDRO FERREIRA,MG,0.71,0.707,0.875,0.579
2663,313835,LEME DO PRADO,MG,0.67,0.602,0.779,0.64
1133,313840,LEOPOLDINA,MG,0.726,0.696,0.867,0.635
2621,313850,LIBERDADE,MG,0.672,0.679,0.834,0.537
1595,313860,LIMA DUARTE,MG,0.71,0.705,0.861,0.59
1595,313862,LIMEIRA DO OESTE,MG,0.71,0.693,0.834,0.62
3186,313865,LONTRA,MG,0.646,0.589,0.794,0.577
3957,313867,LUISBURGO,MG,0.608,0.61,0.809,0.455
3820,313868,LUISLÂNDIA,MG,0.614,0.568,0.799,0.509
2481,313870,LUMINÁRIAS,MG,0.678,0.656,0.821,0.578
1191,313880,LUZ,MG,0.724,0.723,0.833,0.63
3291,313890,MACHACALIS,MG,0.64,0.607,0.783,0.552
1454,313900,MACHADO,MG,0.715,0.719,0.848,0.6
1934,313910,MADRE DE DEUS DE MINAS,MG,0.699,0.667,0.856,0.598
3735,313920,MALACACHETA,MG,0.618,0.609,0.768,0.505
3735,313925,MAMONAS,MG,0.618,0.565,0.779,0.537
3254,313930,MANGA,MG,0.642,0.624,0.799,0.53
2199,313940,MANHUAÇU,MG,0.689,0.692,0.839,0.563
1995,313950,MANHUMIRIM,MG,0.697,0.679,0.846,0.589
2545,313960,MANTENA,MG,0.675,0.666,0.803,0.575
2332,313980,MAR DE ESPANHA,MG,0.684,0.694,0.825,0.558
2621,313970,MARAVILHAS,MG,0.672,0.645,0.845,0.558
1842,313990,MARIA DA FÉ,MG,0.702,0.646,0.842,0.637
719,314000,MARIANA,MG,0.742,0.705,0.874,0.664
3796,314010,MARILAC,MG,0.615,0.609,0.781,0.488
1934,314015,MÁRIO CAMPOS,MG,0.699,0.68,0.833,0.604
2439,314020,MARIPÁ DE MINAS,MG,0.68,0.668,0.847,0.555
2964,314030,MARLIÉRIA,MG,0.657,0.629,0.838,0.537
3115,314040,MARMELÓPOLIS,MG,0.65,0.615,0.806,0.553
2691,314050,MARTINHO CAMPOS,MG,0.669,0.688,0.844,0.515
3393,314053,MARTINS SOARES,MG,0.635,0.619,0.809,0.512
4614,314055,MATA VERDE,MG,0.581,0.581,0.749,0.45
4215,314060,MATERLÂNDIA,MG,0.597,0.557,0.769,0.497
1776,314070,MATEUS LEME,MG,0.704,0.688,0.839,0.604
3866,317150,MATHIAS LOBATO,MG,0.612,0.596,0.795,0.483
1301,314080,MATIAS BARBOSA,MG,0.72,0.703,0.862,0.616
3771,314085,MATIAS CARDOSO,MG,0.616,0.584,0.799,0.501
3469,314090,MATIPÓ,MG,0.631,0.63,0.78,0.511
2846,314100,MATO VERDE,MG,0.662,0.604,0.789,0.61
993,314110,MATOZINHOS,MG,0.731,0.69,0.864,0.654
1696,314120,MATUTINA,MG,0.707,0.744,0.859,0.552
1574,314130,MEDEIROS,MG,0.711,0.722,0.851,0.584
3607,314140,MEDINA,MG,0.624,0.624,0.821,0.475
3561,314150,MENDES PIMENTEL,MG,0.626,0.617,0.768,0.518
2802,314160,MERCÊS,MG,0.664,0.683,0.831,0.515
2986,314170,MESQUITA,MG,0.656,0.638,0.796,0.555
3433,314180,MINAS NOVAS,MG,0.633,0.6,0.802,0.528
2946,314190,MINDURI,MG,0.658,0.631,0.805,0.56
2776,314200,MIRABELA,MG,0.665,0.596,0.794,0.622
2828,314210,MIRADOURO,MG,0.663,0.645,0.827,0.546
2439,314220,MIRAÍ,MG,0.68,0.663,0.837,0.567
4309,314225,MIRAVÂNIA,MG,0.593,0.544,0.781,0.492
3333,314230,MOEDA,MG,0.638,0.657,0.8,0.494
1266,314240,MOEMA,MG,0.721,0.703,0.848,0.629
3115,314250,MONJOLOS,MG,0.65,0.612,0.819,0.548
1266,314260,MONSENHOR PAULO,MG,0.721,0.682,0.839,0.654
3847,314270,MONTALVÂNIA,MG,0.613,0.586,0.799,0.492
2573,314280,MONTE ALEGRE DE MINAS,MG,0.674,0.699,0.848,0.516
2924,314290,MONTE AZUL,MG,0.659,0.611,0.811,0.578
2224,314300,MONTE BELO,MG,0.688,0.677,0.847,0.567
1081,314310,MONTE CARMELO,MG,0.728,0.716,0.868,0.62
5306,314315,MONTE FORMOSO,MG,0.541,0.523,0.765,0.396
1595,314320,MONTE SANTO DE MINAS,MG,0.71,0.689,0.874,0.595
1191,314340,MONTE SIÃO,MG,0.724,0.732,0.878,0.59
227,314330,MONTES CLAROS,MG,0.77,0.707,0.868,0.744
4467,314345,MONTEZUMA,MG,0.587,0.587,0.809,0.425
2028,314350,MORADA NOVA DE MINAS,MG,0.696,0.688,0.83,0.59
3156,314360,MORRO DA GARÇA,MG,0.648,0.619,0.816,0.538
4215,314370,MORRO DO PILAR,MG,0.597,0.622,0.809,0.422
3172,314380,MUNHOZ,MG,0.647,0.634,0.821,0.52
920,314390,MURIAÉ,MG,0.734,0.731,0.853,0.634
3222,314400,MUTUM,MG,0.644,0.635,0.822,0.511
764,314410,MUZAMBINHO,MG,0.74,0.723,0.859,0.652
4515,314420,NACIP RAYDAN,MG,0.585,0.64,0.831,0.377
1866,314430,NANUQUE,MG,0.701,0.666,0.85,0.609
2545,314435,NAQUE,MG,0.675,0.632,0.822,0.592
2642,314437,NATALÂNDIA,MG,0.671,0.641,0.846,0.557
2105,314440,NATÉRCIA,MG,0.693,0.677,0.805,0.612
2182,314450,NAZARENO,MG,0.69,0.662,0.83,0.597
2738,314460,NEPOMUCENO,MG,0.667,0.658,0.822,0.549
5116,314465,NINHEIRA,MG,0.556,0.525,0.784,0.418
4331,314467,NOVA BELÉM,MG,0.592,0.563,0.768,0.481
1638,314470,NOVA ERA,MG,0.709,0.675,0.825,0.639
17,314480,NOVA LIMA,MG,0.813,0.864,0.885,0.704
3487,314490,NOVA MÓDICA,MG,0.63,0.61,0.779,0.527
1866,314500,NOVA PONTE,MG,0.701,0.734,0.835,0.562
3275,314505,NOVA PORTEIRINHA,MG,0.641,0.584,0.811,0.556
2642,314510,NOVA RESENDE,MG,0.671,0.687,0.839,0.525
1454,314520,NOVA SERRANA,MG,0.715,0.709,0.864,0.597
2846,313660,NOVA UNIÃO,MG,0.662,0.624,0.818,0.568
4827,314530,NOVO CRUZEIRO,MG,0.571,0.562,0.797,0.415
5128,314535,NOVO ORIENTE DE MINAS,MG,0.555,0.568,0.754,0.4
3771,314537,NOVORIZONTE,MG,0.616,0.582,0.804,0.5
3378,314540,OLARIA,MG,0.636,0.638,0.823,0.49
3561,314545,OLHOS-D'ÁGUA,MG,0.626,0.607,0.812,0.498
2573,314550,OLÍMPIO NORONHA,MG,0.674,0.656,0.809,0.577
1934,314560,OLIVEIRA,MG,0.699,0.691,0.842,0.587
3393,314570,OLIVEIRA FORTES,MG,0.635,0.616,0.794,0.523
2828,314580,ONÇA DE PITANGUI,MG,0.663,0.646,0.806,0.559
3357,314585,ORATÓRIOS,MG,0.637,0.627,0.824,0.5
5002,314587,ORIZÂNIA,MG,0.562,0.551,0.778,0.414
304,314590,OURO BRANCO,MG,0.764,0.753,0.872,0.68
1244,314600,OURO FINO,MG,0.722,0.703,0.861,0.622
743,314610,OURO PRETO,MG,0.741,0.721,0.834,0.677
4255,314620,OURO VERDE DE MINAS,MG,0.595,0.582,0.789,0.459
4167,314625,PADRE CARVALHO,MG,0.599,0.575,0.795,0.471
4238,314630,PADRE PARAÍSO,MG,0.596,0.556,0.797,0.478
4395,314655,PAI PEDRO,MG,0.59,0.52,0.76,0.52
2691,314640,PAINEIRAS,MG,0.669,0.691,0.824,0.526
1081,314650,PAINS,MG,0.728,0.717,0.874,0.616
1301,314660,PAIVA,MG,0.72,0.657,0.845,0.672
1811,314670,PALMA,MG,0.703,0.663,0.841,0.623
4941,314675,PALMÓPOLIS,MG,0.565,0.559,0.738,0.437
2759,314690,PAPAGAIOS,MG,0.666,0.65,0.833,0.545
1154,314710,PARÁ DE MINAS,MG,0.725,0.715,0.848,0.628
667,314700,PARACATU,MG,0.744,0.704,0.854,0.685
1454,314720,PARAGUAÇU,MG,0.715,0.69,0.85,0.623
1052,314730,PARAISÓPOLIS,MG,0.729,0.692,0.852,0.657
2078,314740,PARAOPEBA,MG,0.694,0.674,0.793,0.625
1454,314760,PASSA QUATRO,MG,0.715,0.683,0.86,0.623
2251,314770,PASSA TEMPO,MG,0.687,0.676,0.808,0.594
3254,314750,PASSABÉM,MG,0.642,0.631,0.787,0.533
3156,314780,PASSA-VINTE,MG,0.648,0.662,0.809,0.507
440,314790,PASSOS,MG,0.756,0.741,0.886,0.658
3820,314795,PATIS,MG,0.614,0.55,0.787,0.534
289,314800,PATOS DE MINAS,MG,0.765,0.749,0.855,0.698
1052,314810,PATROCÍNIO,MG,0.729,0.723,0.852,0.628
2386,314820,PATROCÍNIO DO MURIAÉ,MG,0.682,0.691,0.796,0.576
